prediction,time
Happy,28
Happy,28
Happy,28
Happy,28
Happy,29
Happy,29
Happy,29
Happy,29
Happy,29
Happy,29
Sad,30
Happy,36
Happy,36
Happy,37
Happy,37
Happy,37
